title,external_id,url,type,publication_year,publication_month,publication_day,journal_title,source_client_id
Sur l'entropie spectrale et la résonance quantique,0764-4442,,journal-article,1993,,,C. R. Acad. Sci. Paris Sér. I Math.,0000-0003-3889-6511
Diffusion processes associated to a laser model,0022-2488,https://doi-org.bibliotecadigital.uv.cl/10.1063/1.529763,journal-article,1992,,,J. Math. Phys.,0000-0003-3889-6511
Diffusion processes associated to a laser model,10.1063/1.529763,http://www.scopus.com/inward/record.url?eid=2-s2.0-36449007725&partnerID=MN8TOARS,journal-article,1992,,,Journal of Mathematical Physics,0000-0003-3889-6511
Entropy functionals in quantum probability,,,book-chapter,1992,,,"Second Symposium on Probability Theory and Stochastic Processes. First Mexican-Chilean Meeting on Stochastic Analysis (Spanish) (Guanajuato, 1992)",0000-0003-3889-6511
Les ``principes d'invariance'' en probabilité sur l'espace de Wiener,10.1007/bfb0084340,https://doi-org.bibliotecadigital.uv.cl/10.1007/BFb0084340,book-chapter,1992,,,"Séminaire de Probabilités, XXVI",0000-0003-3889-6511
Les ``principes d'invariance'' en probabilit\'{e} sur l'espace de {W}iener,10.1007/bfb0084340,https://publons.com/publon/18262869/,journal-article,1992,,,,0000-0003-3889-6511
Sur la convergence d'intégrales anticipatives,10.1007/bfb0084341,https://doi-org.bibliotecadigital.uv.cl/10.1007/BFb0084341,book-chapter,1992,,,"Séminaire de Probabilités, XXVI",0000-0003-3889-6511
Sur la convergence d'int\'{e}grales anticipatives,10.1007/bfb0084341,https://publons.com/publon/18262868/,journal-article,1992,,,,0000-0003-3889-6511
The Role of weak topologies in Stochastic Mechanics,,,conference-paper,1992,,,"Bernoulli, Proceedings IV CLAPEM, Acta Cient́ıfica Venezolana, Caracas",0000-0003-3889-6511
Sur la régularité des trajectoires d'un flot non adapté,0764-4442,,journal-article,1991,,,C. R. Acad. Sci. Paris Sér. I Math.,0000-0003-3889-6511
"Continuous local martingales, local times and scale processes",0103-0752,,journal-article,1989,,,Rebrape,0000-0003-3889-6511
Pseudotrajectories and stability problems for stochastic dynamical systems,10.1007/bfb0084187,https://doi-org.bibliotecadigital.uv.cl/10.1007/BFb0084187,book-chapter,1989,,,"Stability problems for stochastic models (Sukhumi, 1987)",0000-0003-3889-6511
Pseudotrajectories and stability problems for stochastic dynamical systems,10.1007/bfb0084187,https://publons.com/publon/18262870/,journal-article,1989,,,,0000-0003-3889-6511
Kolmogorov y su época,,,journal-article,1988,,,Revista de la Sociedad Chilena de Estad́ıstica,0000-0003-3889-6511
Maximum entropy selection of solutions to ill-posed martingale problems,,,conference-paper,1987,,,"Proceedings of the 1st World Congress of the Bernoulli Society, Vol. 2 (Tashkent, 1986)",0000-0003-3889-6511
Topologie faible et meta-stabilité,10.1007/bfb0077655,https://doi-org.bibliotecadigital.uv.cl/10.1007/BFb0077655,book-chapter,1987,,,"Séminaire de Probabilités, XXI",0000-0003-3889-6511
Topologie faible et meta-stabilit\'{e},10.1007/bfb0077655,https://publons.com/publon/18262871/,journal-article,1987,,,,0000-0003-3889-6511
Weakening the Skorokhod topology for measure-valued processses,0040-361X,,journal-article,1987,,,Teor. Veroyatnost. i Primenen.,0000-0003-3889-6511
Lectures in probability and statistics: lectures given at the Winter School in Probability and Statistics held in Santiago de Chile,,,book,1986,,,,0000-0003-3889-6511
Sobre la construcción de sistemas estocasticos de particulas y problemas de martingalas,10.22199/s07160917.1986.0012.00003,https://doi.org/10.22199/S07160917.1986.0012.00003,journal-article,1986,,,Proyecciones (Antofagasta),0000-0003-3889-6511
Sobre la construcción de sistemas estocásticos de particulas y problemas de martingalas,,,journal-article,1986,,,"Proyecciones (Antofagasta, On line)",0000-0003-3889-6511
Sur les méthodes asymptotiques de l'analyse stochastique,,,book-chapter,1985,,,"Analysis, geometry, and probability (Valparaíso, 1981)",0000-0003-3889-6511
Weak convergence of semimartingales and discretisation methods,0304-4149,https://doi-org.bibliotecadigital.uv.cl/10.1016/0304-4149(85)90016-X,journal-article,1985,,,Stochastic Process. Appl.,0000-0003-3889-6511
Weak convergence of semimartingales and discretisation methods,10.1016/0304-4149(85)90016-x,http://www.scopus.com/inward/record.url?eid=2-s2.0-0348197957&partnerID=MN8TOARS,journal-article,1985,,,Stochastic Processes and their Applications,0000-0003-3889-6511
L'Approximation des Diffusions et les Théorèmes de la Limite Centrale,,,conference-paper,1983,,,"Atas do quinto SINAPE, IME-USP",0000-0003-3889-6511
Central limit theorems for local martingales,0044-3719,https://doi-org.bibliotecadigital.uv.cl/10.1007/BF00587353,journal-article,1980,,,Z. Wahrsch. Verw. Gebiete,0000-0003-3889-6511
Central limit theorems for local martingales,10.1007/bf00587353,http://www.scopus.com/inward/record.url?eid=2-s2.0-0001069341&partnerID=MN8TOARS,journal-article,1980,,,Zeitschrift für Wahrscheinlichkeitstheorie und Verwandte Gebiete,0000-0003-3889-6511
Corrections à: ``Décomposition de martingales locales et raréfaction des sauts'',,,book-chapter,1980,,,"Seminar on Probability, XIV (Paris, 1978/1979) (French)",0000-0003-3889-6511
Semi-martingales et variations quadratiques. Conditions nécessaires et suffisantes de convergence en loi vers une martingale gaussienne,0151-0509,,journal-article,1980,,,C. R. Acad. Sci. Paris Sér. A-B,0000-0003-3889-6511
Sur l'existence de solutions à certains problèmes de semimartingales,0151-0509,,journal-article,1980,,,C. R. Acad. Sci. Paris Sér. A-B,0000-0003-3889-6511
Décomposition de martingales locales et raréfaction des sauts,,,book-chapter,1979,,,"Séminaire de Probabilités, XIII (Univ. Strasbourg, Strasbourg, 1977/78)",0000-0003-3889-6511
La méthode des martingales appliquée à l'étude de la convergence en loi de processus,0583-8665,,other,1979,,,Bull. Soc. Math. France Mém.,0000-0003-3889-6511
Martingales et Convergence Étroite des Mesures de Probabilités,,,dissertation-thesis,1979,,,,0000-0003-3889-6511
Martingales et convergence étroite de mesures de probabilité,0023-5954,,journal-article,1979,,,Kybernetika (Prague),0000-0003-3889-6511
Sur le théorème de la limite centrale pour les martingales locales,0151-0509,,journal-article,1979,,,C. R. Acad. Sci. Paris Sér. A-B,0000-0003-3889-6511
Sur les temps d'arrêt et la topologie étroite,0151-0509,,journal-article,1979,,,C. R. Acad. Sci. Paris Sér. A-B,0000-0003-3889-6511
Convergence en loi de martingales locales discontinues,0151-0509,,journal-article,1978,,,C. R. Acad. Sci. Paris Sér. A-B,0000-0003-3889-6511
Sur les applications de la théorie des martingales à l'étude statistique d'une famille de processus ponctuels,,,book-chapter,1978,,,"Journées de Statistique des Processus Stochastiques (Grenoble, 1977)",0000-0003-3889-6511
Remarques sur la convergence en loi des martingales vers des martingales continues,0151-0509,,journal-article,1977,,,C. R. Acad. Sci. Paris Sér. A-B,0000-0003-3889-6511
Remarques sur la convergence en loi des martingales vers des martingales continues,0151-0509,,journal-article,1977,,,C. R. Acad. Sci. Paris Sér. A-B,0000-0003-3889-6511
Convergence en loi des martingales continues,0151-0509,,journal-article,1976,,,C. R. Acad. Sci. Paris Sér. A-B,0000-0003-3889-6511
Présentation de la théorie du signal à l'aide des mesures cylindriques,0035-2535,,journal-article,1971,,,Rev. CETHEDEC,0000-0003-3889-6511
"“Juntas, atravesaremos”: continuidad y memoria en la intervención Hoy, hundimos el miedo del colectivo LASTESIS",10.25074/actos.v6i10.2476,https://www.academia.edu/112639374/_Juntas_atravesaremos_continuidad_y_memoria_en_la_intervencio_n_Hoy_hundimos_el_miedo_del_colectivo_LASTESIS,journal-article,2023,12,29,Revista Actos,0000-0002-4983-3965
"“Juntas, atravesaremos”: continuidad y memoria en la intervención Hoy, hundimos el miedo del colectivo LASTESIS",10.25074/actos.v6i10.2476,https://doi.org/10.25074/actos.v6i10.2476,journal-article,2023,12,29,Revista Actos,0000-0002-4983-3965
Teatro e infancias: escenas de ayer,9789564162133,,book,2023,,,,0000-0002-4983-3965
Artificial,,https://imaginistas.cl/producto/imagi-vol-02/,magazine-article,2021,12,01,Revista Imagi,0000-0002-4983-3965
Latencias en cautiverio,,https://tnch.uchile.cl/content/archivos/2021/octubre/delirios_en_cautiverio_tnch_2021.pdf,book-chapter,2021,06,01,Delirios en cautiverio,0000-0002-4983-3965
Bola de Sebo,,http://www.revistahistoria.uc.cl/index.php/RAT/article/view/25849,working-paper,2020,12,18,"Revista Apuntes de Teatro, Pontificia Universidad Católica de Chile",0000-0002-4983-3965
Hubo un tiempo otro,,https://www.osoliebre.org/demanifiesto,invention,2020,10,18,De Manifiesto expresiones ciudadanas a un año del estallido social,0000-0002-4983-3965
Teatro y Memoria en Concepción: Prácticas Teatrales en Dictadura,,http://revistas.umce.cl/index.php/contextos/article/view/1549,book-review,2020,07,20,Revista Contextos. Estudios de Humanidades y Ciencias Sociales,0000-0002-4983-3965
Dramaturgia desde el puerto,,,book,2017,,,,0000-0002-4983-3965
V Congreso Internacional de Dramaturgia Hispanoamericana Actual,,,book,2013,,,,0000-0002-4983-3965
La precariedad de los derechos sociales y su incidencia en la configuración de las relaciones de poder en Chile,10.7770/rchdcp-v14n1-art215,,journal-article,2023,09,15,Revista Chilena de Derecho y Ciencia Política,0000-0002-9933-4988
Consideraciones para un constitucionalismo antiespecista,,,journal-article,2023,,,"Dossier de Estudios Animales, Nº 2",0000-0002-9933-4988
Derecho a la protesta social en América Latina,9788411977920,,book-chapter,2023,,,Las promesas incumplidas del Constitucionalismo Latinoamericano,0000-0002-9933-4988
Reseña: El asalto a las fronteras del derecho. Revolución y poder constituyente en la era de la ciudad global,,,other,2023,,,Revista de Derecho Público,0000-0002-9933-4988
"Semblanza jurisprudencial de Rodrigo Pica Flores. Un constitucionalista para la memoria, la verdad y la democracia",9788410566965,,book-chapter,2023,,,Jurisdicción constitucional y democracia. Homenaje al profesor Rodrigo Pica Flores,0000-0002-9933-4988
El lobby desatado: gestión de intereses empresariales ante el Tribunal Constitucional,,,book-chapter,2021,,,El Tribunal Constitucional frente al proceso constituyente. Ensayos críticos sobre su jurisprudencia y sus prácticas,0000-0002-9933-4988
Protesta y emergencia,9789569959912,,book-chapter,2021,,,"La ley de la emergencia: ensayos sobre el derecho, la excepción y la pandemia",0000-0002-9933-4988
Reseña: Citizenship and Disadvantaged Groups in Chile,10.xxxx/xxxxxx,,journal-article,2020,,,Revista Nomadías,0000-0002-9933-4988
Protesta social y derecho: una tensión irresoluble,10.xxxx/xxxxxx,,journal-article,2019,,,Revista Izquierdas,0000-0002-9933-4988
La precariedad de los derechos sociales y su incidencia en la configuración de las relaciones de poder en Chile,10.xxxx/xxxxxx,,journal-article,2023,,,Revista Chilena de Derecho y Ciencia Política,0000-0002-9933-4988
"Animales, jueces y cambio de paradigma jurídico",10.xxxx/xxxxxx,,journal-article,2023,,,Revista Chilena de Derecho Animal,0000-0002-9933-4988
Protesta social y derecho: una tensión irresoluble,10.4067/s0718-50492019000200105,,journal-article,2019,05,,Izquierdas,0000-0002-9933-4988
Potential Clinical Applications of Pro-Resolving Lipids Mediators from Docosahexaenoic Acid,10.3390/nu15153317,https://doi.org/10.3390/nu15153317,journal-article,2023,07,26,Nutrients,0009-0003-3075-5383
Potential Clinical Applications of Pro-Resolving Lipids Mediators from Docosahexaenoic Acid,10.3390/nu15153317,https://www.mdpi.com/2072-6643/15/15/3317,journal-article,2023,07,,Nutrients,0009-0003-3075-5383
On the Use of Dips and RocFall for Designing Structures in Highly Fractured Igneous Rocks in the Chilean Patagonia,10.2991/978-94-6463-258-3_76,http://dx.doi.org/10.2991/978-94-6463-258-3_76,book-chapter,2023,,,Proceedings of the Rocscience International Conference (RIC 2023) - Atlantis Highlights in Engineering,0009-0007-4003-8299
La geología estructural una poderosa herramienta de la ingeniería de rocas en el diseño de taludes de gran altura,,https://www.congresomecanicarocas.cl/wp-content/uploads/2023/11/Congreso-Mecanica-de-Rocas-Trabajos-cAUS.pdf,book-chapter,,,,Proceedings - 1er Congreso Chileno de Mecánica de Rocas - SCMR,0009-0007-4003-8299
Effect of the Proximity to the Quintero-Puchuncaví Industrial Zone on Compounds Isolated from Baccharis macraei Hook. & Arn: Their Antioxidant and Cytotoxic Activity,10.3390/ijms25115993,https://doi.org/10.3390/ijms25115993,journal-article,2024,05,30,International Journal of Molecular Sciences,0000-0003-3336-1454
Effect of the Proximity to the Quintero-Puchuncaví Industrial Zone on Compounds Isolated from <i>Baccharis macraei</i> Hook. & Arn: Their Antioxidant and Cytotoxic Activity,10.3390/ijms25115993,https://www.mdpi.com/1422-0067/25/11/5993,journal-article,2024,05,,International Journal of Molecular Sciences,0000-0003-3336-1454
"Ethanolic Extract from Fruits of Pintoa chilensis, a Chilean Extremophile Plant. Assessment of Antioxidant Activity and In Vitro Cytotoxicity",10.3390/plants13101409,https://doi.org/10.3390/plants13101409,journal-article,2024,05,18,Plants,0000-0003-3336-1454
"Ethanolic Extract from Fruits of <i>Pintoa chilensis</i>, a Chilean Extremophile Plant. Assessment of Antioxidant Activity and In Vitro Cytotoxicity",10.3390/plants13101409,https://www.mdpi.com/2223-7747/13/10/1409,journal-article,2024,05,,Plants,0000-0003-3336-1454
Effect of Industrial Pollution in Puchuncaví Valley on the Medicinal Properties of Senecio fistulosus Poepp. ex Les (Asteraceae): Content of Phytoconstituents and Their Antioxidant and Cytotoxic Activities,10.3390/molecules28207038,https://doi.org/10.3390/molecules28207038,journal-article,2023,10,12,Molecules,0000-0003-3336-1454
Effect of Industrial Pollution in Puchuncaví Valley on the Medicinal Properties of <i>Senecio fistulosus</i> Poepp. ex Les (Asteraceae): Content of Phytoconstituents and Their Antioxidant and Cytotoxic Activities,10.3390/molecules28207038,https://www.mdpi.com/1420-3049/28/20/7038,journal-article,2023,10,,Molecules,0000-0003-3336-1454
"Cytotoxic Activity, Topoisomerase I Inhibition and In Silico Studies of New Sesquiterpene-aryl Ester Derivatives of (-) Drimenol",10.3390/molecules28093959,https://doi.org/10.3390/molecules28093959,journal-article,2023,05,08,Molecules,0000-0003-3336-1454
"Cytotoxic Activity, Topoisomerase I Inhibition and In Silico Studies of New Sesquiterpene-aryl Ester Derivatives of (-) Drimenol",10.3390/molecules28093959,https://www.mdpi.com/1420-3049/28/9/3959,journal-article,2023,05,,Molecules,0000-0003-3336-1454
Study of Cannabis Oils Obtained from Three Varieties of C. sativa and by Two Different Extraction Methods: Phytochemical Characterization and Biological Activities,10.3390/plants12091772,https://doi.org/10.3390/plants12091772,journal-article,2023,04,26,Plants,0000-0003-3336-1454
Study of Cannabis Oils Obtained from Three Varieties of <i>C. sativa</i> and by Two Different Extraction Methods: Phytochemical Characterization and Biological Activities,10.3390/plants12091772,https://www.mdpi.com/2223-7747/12/9/1772,journal-article,2023,04,,Plants,0000-0003-3336-1454
Antitumoral Activity of Leptocarpha rivularis Flower Extracts against Gastric Cancer Cells,10.3390/ijms24021439,https://doi.org/10.3390/ijms24021439,journal-article,2023,01,11,International Journal of Molecular Sciences,0000-0003-3336-1454
Antitumoral Activity of <i>Leptocarpha rivularis</i> Flower Extracts against Gastric Cancer Cells,10.3390/ijms24021439,https://www.mdpi.com/1422-0067/24/2/1439,journal-article,2023,01,,International Journal of Molecular Sciences,0000-0003-3336-1454
